Code zone,Code Produit,Code année,Emission indirecte de NO2
130,5064,2018,0.1456
130,5064,2019,0.1595
132,5061,2015,0.0012
132,5061,2016,0.0017
132,5061,2017,0.0018
132,5061,2018,0.0021
132,5061,2019,0.0019
132,5064,2015,0.0
132,5064,2016,0.0
132,5064,2017,0.0
132,5064,2018,0.0
132,5064,2019,0.0
133,5061,2015,0.5376
133,5061,2016,0.616
133,5061,2017,0.526
133,5061,2018,0.526
133,5061,2019,0.556
133,5062,2015,0.1954
133,5062,2016,0.21
133,5062,2017,0.2212
133,5062,2018,0.2296
133,5062,2019,0.2398
133,5063,2015,6.5308
133,5063,2016,7.0493
133,5063,2017,7.5385
133,5063,2018,7.8359
133,5063,2019,8.1502
133,5064,2015,0.3663
133,5064,2016,0.3989
133,5064,2017,0.4047
133,5064,2018,0.4417
133,5064,2019,0.4508
134,5061,2015,0.0209
134,5061,2016,0.0108
134,5061,2017,0.0032
134,5061,2018,0.0066
134,5061,2019,0.0069
134,5062,2015,0.0094
134,5062,2016,0.0091
134,5062,2017,0.0086
134,5062,2018,0.0058
134,5062,2019,0.0057
134,5063,2015,0.0037
134,5063,2016,0.0037
134,5063,2017,0.0037
134,5063,2018,0.0035
134,5063,2019,0.0035
134,5064,2015,0.0006
134,5064,2016,0.0006
134,5064,2017,0.0007
134,5064,2018,0.0001
134,5064,2019,0.0001
143,5061,2015,1.2423
143,5061,2016,0.5828
143,5061,2017,1.2691
143,5061,2018,1.2691
143,5061,2019,1.0404
143,5062,2015,0.2364
143,5062,2016,0.2433
143,5062,2017,0.2515
143,5062,2018,0.2577
143,5062,2019,0.2599
143,5063,2015,3.8588
143,5063,2016,3.9292
143,5063,2017,3.9446
143,5063,2018,4.0375
143,5063,2019,4.1689
143,5064,2015,0.5670000000000001
143,5064,2016,0.2126
143,5064,2017,0.4929
143,5064,2018,0.5001
143,5064,2019,0.2822
135,5062,2015,0.002
135,5062,2016,0.0018
135,5062,2017,0.0017
135,5062,2018,0.0015
135,5062,2019,0.0014
135,5063,2015,0.0064
135,5063,2016,0.0064
135,5063,2017,0.0061
135,5063,2018,0.0056
135,5063,2019,0.0054
137,5061,2015,0.0336
137,5061,2016,0.0462
137,5061,2017,0.0428
137,5061,2018,0.0378
137,5061,2019,0.0423
137,5062,2015,0.0094
137,5062,2016,0.0101
137,5062,2017,0.0099
137,5062,2018,0.0099
137,5062,2019,0.0099
137,5063,2015,0.0349
137,5063,2016,0.0371
137,5063,2017,0.037000000000000005
137,5063,2018,0.0378
137,5063,2019,0.0383
137,5064,2015,0.0002
137,5064,2016,0.0001
137,5064,2017,0.0001
137,5064,2018,0.0001
137,5064,2019,0.0001
136,5062,2015,0.0627
136,5062,2016,0.0646
136,5062,2017,0.0636
136,5062,2018,0.0638
136,5062,2019,0.0644
136,5063,2015,2.5381
136,5063,2016,2.6076
136,5063,2017,2.5688
136,5063,2018,2.5763
136,5063,2019,2.6004
136,5064,2015,0.0188
136,5064,2016,0.0189
136,5064,2017,0.019
136,5064,2018,0.0238
136,5064,2019,0.0245
138,5061,2015,4.6954
138,5061,2016,7.6160000000000005
138,5061,2017,7.4359
138,5061,2018,6.8019
138,5061,2019,7.2846
138,5062,2015,3.1373
138,5062,2016,3.199
138,5062,2017,3.2612
138,5062,2018,3.3458
138,5062,2019,3.4226
138,5063,2015,13.5101
138,5063,2016,13.6094
138,5063,2017,13.7525
138,5063,2018,13.8945
138,5063,2019,14.0198
138,5064,2015,1.2483
138,5064,2016,1.3631
138,5064,2017,1.325
138,5064,2018,1.264
138,5064,2019,1.2447
145,5062,2015,0.0025
145,5062,2016,0.0025
145,5062,2017,0.0026
145,5062,2018,0.0026
145,5062,2019,0.0026
145,5063,2015,0.0068
145,5063,2016,0.006999999999999999
145,5063,2017,0.0071
145,5063,2018,0.0073
145,5063,2019,0.0074
145,5064,2015,0.0
145,5064,2016,0.0
145,5064,2017,0.0
145,5064,2018,0.0
145,5064,2019,0.0
141,5061,2015,0.1056
141,5061,2016,0.1173
141,5061,2017,0.1822
141,5061,2018,0.2069
141,5061,2019,0.1688
141,5062,2015,0.9229
141,5062,2016,1.0089
141,5062,2017,1.0851
141,5062,2018,1.0899
141,5062,2019,1.1667
141,5063,2015,5.2883
141,5063,2016,5.8015
141,5063,2017,6.2427
141,5063,2018,6.2564
141,5063,2019,6.6926
141,5064,2015,0.0154
141,5064,2016,0.0267
141,5064,2017,0.015
141,5064,2018,0.0245
141,5064,2019,0.0242
273,5061,2015,0.0066
273,5061,2016,0.0068
273,5061,2017,0.0053
273,5061,2018,0.0064
273,5061,2019,0.0062
273,5062,2015,0.0345
273,5062,2016,0.0354
273,5062,2017,0.0335
273,5062,2018,0.0322
273,5062,2019,0.0313
273,5063,2015,0.0336
273,5063,2016,0.033
273,5063,2017,0.0322
273,5063,2018,0.0316
273,5063,2019,0.0308
273,5064,2015,0.0005
273,5064,2016,0.0005
273,5064,2017,0.0005
273,5064,2018,0.0005
273,5064,2019,0.0005
142,5064,2015,0.0
142,5064,2016,0.0
142,5064,2017,0.0
142,5064,2018,0.0
142,5064,2019,0.0
144,5061,2015,0.0616
144,5061,2016,0.098
144,5061,2017,0.1155
144,5061,2018,0.1354
144,5061,2019,0.1163
144,5062,2015,0.1886
144,5062,2016,0.2017
144,5062,2017,0.2069
144,5062,2018,0.2045
144,5062,2019,0.2039
144,5063,2015,0.8593
144,5063,2016,0.9606
144,5063,2017,1.0135
144,5063,2018,1.0288
144,5063,2019,1.0335
144,5064,2015,0.0921
144,5064,2016,0.1019
144,5064,2017,0.102
144,5064,2018,0.2214
144,5064,2019,0.1939
28,5061,2015,0.5969
28,5061,2016,0.7643
28,5061,2017,1.3088
28,5061,2018,1.3856
28,5061,2019,1.1529
28,5062,2015,2.8996
28,5062,2016,2.9732
28,5062,2017,3.0944
28,5062,2018,3.2772
28,5062,2019,3.4704
28,5063,2015,3.7256
28,5063,2016,3.8923
28,5063,2017,4.109
28,5063,2018,4.4086
28,5063,2019,4.6807
28,5064,2015,1.4458
28,5064,2016,1.4316
28,5064,2017,1.4752
28,5064,2018,1.5201
28,5064,2019,1.4725
147,5061,2015,0.053
147,5061,2016,0.1003
147,5061,2017,0.0962
147,5061,2018,0.10400000000000001
147,5061,2019,0.1002
147,5062,2015,0.0363
147,5062,2016,0.039
147,5062,2017,0.0381
147,5062,2018,0.0383
147,5062,2019,0.0385
147,5063,2015,1.1166
147,5063,2016,1.2142
147,5063,2017,1.162
147,5063,2018,1.1447
147,5063,2019,1.1394
147,5064,2015,0.0061
147,5064,2016,0.0045
147,5064,2017,0.0069
147,5064,2018,0.0075
147,5064,2019,0.0034
148,5061,2015,0.0
148,5061,2016,0.0
148,5061,2017,0.0
148,5061,2018,0.0
148,5061,2019,0.0
148,5062,2015,0.0001
148,5062,2016,0.0001
148,5062,2017,0.0001
148,5062,2018,0.0001
148,5062,2019,0.0001
148,5063,2015,0.0
148,5063,2016,0.0
148,5063,2017,0.0
148,5063,2018,0.0
148,5063,2019,0.0
149,5061,2015,0.5403
149,5061,2016,0.5399
149,5061,2017,0.46799999999999997
149,5061,2018,0.6499
149,5061,2019,0.5526
149,5062,2015,0.6418
149,5062,2016,0.6756
149,5062,2017,0.6808
149,5062,2018,0.6951
149,5062,2019,0.7070000000000001
149,5063,2015,2.0849
149,5063,2016,2.1802
149,5063,2017,2.2022
149,5063,2018,2.2637
149,5063,2019,2.3364
149,5064,2015,0.4311
149,5064,2016,0.4065
149,5064,2017,0.4517
149,5064,2018,0.455
149,5064,2019,0.4745
157,5061,2015,0.2859
157,5061,2016,0.3036
157,5061,2017,0.3965
157,5061,2018,0.2467
157,5061,2019,0.3156
157,5062,2015,0.3121
157,5062,2016,0.2894
157,5062,2017,0.2749
157,5062,2018,0.2826
157,5062,2019,0.2882
157,5063,2015,1.3668
157,5063,2016,1.3661
157,5063,2017,1.325
157,5063,2018,1.3774
157,5063,2019,1.4117
157,5064,2015,0.039
157,5064,2016,0.0475
157,5064,2017,0.0455
157,5064,2018,0.0427
157,5064,2019,0.0462
158,5061,2015,0.0343
158,5061,2016,0.0329
158,5061,2017,0.0329
158,5061,2018,0.0329
158,5061,2019,0.0329
158,5062,2015,0.1831
158,5062,2016,0.1917
158,5062,2017,0.2009
158,5062,2018,0.2105
158,5062,2019,0.2205
158,5063,2015,6.4767
158,5063,2016,6.777
158,5063,2017,7.0932
158,5063,2018,7.4253
158,5063,2019,7.7747
158,5064,2015,0.3349
158,5064,2016,0.3614
158,5064,2017,0.3681
158,5064,2018,0.3772
158,5064,2019,0.3441
159,5061,2015,1.0015
159,5061,2016,1.4747
159,5061,2017,2.3303
159,5061,2018,2.2637
159,5061,2019,2.0229
159,5062,2015,1.1531
159,5062,2016,1.2016
159,5062,2017,1.2415
159,5062,2018,1.2584
159,5062,2019,1.2582
159,5063,2015,16.5155
159,5063,2016,16.9991
159,5063,2017,17.3403
159,5063,2018,17.7143
159,5063,2019,18.0607
159,5064,2015,1.2879
159,5064,2016,1.5118
159,5064,2017,1.5244
159,5064,2018,1.5638
159,5064,2019,1.5086
160,5062,2015,0.0001
160,5062,2016,0.0001
160,5062,2017,0.0001
160,5062,2018,0.0001
160,5062,2019,0.0001
160,5063,2015,0.0
160,5063,2016,0.0
160,5063,2017,0.0
160,5063,2018,0.0
160,5063,2019,0.0
162,5061,2015,0.524
162,5061,2016,0.5219
162,5061,2017,0.5072
162,5061,2018,0.5229
162,5061,2019,0.5174
162,5062,2015,0.3177
162,5062,2016,0.3199
162,5062,2017,0.3264
162,5062,2018,0.322
162,5062,2019,0.3274
162,5063,2015,0.3249
162,5063,2016,0.335
162,5063,2017,0.3305
162,5063,2018,0.32899999999999996
162,5063,2019,0.3204
162,5064,2015,0.0576
162,5064,2016,0.0558
162,5064,2017,0.0556
162,5064,2018,0.0347
162,5064,2019,0.0566
153,5061,2015,0.0029
153,5061,2016,0.0029
153,5061,2017,0.0029
153,5061,2018,0.0029
153,5061,2019,0.0029
153,5062,2015,0.005
153,5062,2016,0.0048
153,5062,2017,0.0048
153,5062,2018,0.0048
153,5062,2019,0.0048
153,5063,2015,0.0351
153,5063,2016,0.034
153,5063,2017,0.0339
153,5063,2018,0.0335
153,5063,2019,0.033
153,5064,2015,0.0002
153,5064,2016,0.0003
153,5064,2017,0.0003
153,5064,2018,0.0003
153,5064,2019,0.0003
156,5061,2015,2.191
156,5061,2016,2.2063
156,5061,2017,2.2625
156,5061,2018,2.3391
156,5061,2019,2.2693
156,5062,2015,0.4597
156,5062,2016,0.4708
156,5062,2017,0.4685
156,5062,2018,0.4679
156,5062,2019,0.4645
156,5063,2015,7.7957
156,5063,2016,7.6473
156,5063,2017,7.6278
156,5063,2018,7.5797
156,5063,2019,7.5263
156,5064,2015,0.045
156,5064,2016,0.0441
156,5064,2017,0.0378
156,5064,2018,0.0399
156,5064,2019,0.0415
221,5061,2015,0.0477
221,5061,2016,0.0615
221,5061,2017,0.0449
221,5061,2018,0.0522
221,5061,2019,0.0529
221,5062,2015,0.0095
221,5062,2016,0.0098
221,5062,2017,0.01
221,5062,2018,0.0102
221,5062,2019,0.0103
221,5063,2015,0.4599
221,5063,2016,0.4691
221,5063,2017,0.4782
221,5063,2018,0.4876
221,5063,2019,0.4972
221,5064,2015,0.0023
221,5064,2016,0.0018
221,5064,2017,0.0019
221,5064,2018,0.0019
221,5064,2019,0.0019
226,5061,2015,0.0107
226,5061,2016,0.0436
226,5061,2017,0.0389
226,5061,2018,0.0572
226,5061,2019,0.0466
226,5062,2015,0.455
226,5062,2016,0.4824
226,5062,2017,0.4916
226,5062,2018,0.5027
226,5062,2019,0.5139
226,5063,2015,5.5879
226,5063,2016,5.9144
226,5063,2017,6.1169
226,5063,2018,6.2942
226,5063,2019,6.4715
226,5064,2015,0.1822
226,5064,2016,0.1555
226,5064,2017,0.1738
226,5064,2018,0.1745
226,5064,2019,0.1702
235,5061,2015,3.6234
235,5061,2016,3.6839
235,5061,2017,3.6839
235,5061,2018,3.6839
235,5061,2019,3.6839
235,5062,2015,1.6569
235,5062,2016,1.8595
235,5062,2017,1.9096
235,5062,2018,1.9672
235,5062,2019,2.0004
235,5063,2015,2.8112
235,5063,2016,3.0463
235,5063,2017,3.1451
235,5063,2018,3.2485
235,5063,2019,3.2895
235,5064,2015,0.361
235,5064,2016,0.3633
235,5064,2017,0.3215
235,5064,2018,0.2866
235,5064,2019,0.3209
165,5061,2015,16.1412
165,5061,2016,16.5569
165,5061,2017,17.6039
165,5061,2018,17.6039
165,5061,2019,17.2549
165,5062,2015,4.7326
165,5062,2016,5.2637
165,5062,2017,5.8383
165,5062,2018,6.1067
165,5062,2019,6.3893
165,5063,2015,17.1644
165,5063,2016,17.9516
165,5063,2017,18.7876
165,5063,2018,19.3839
165,5063,2019,20.000999999999998
165,5064,2015,1.8513
165,5064,2016,1.9011
165,5064,2017,1.9703
165,5064,2018,1.9146
165,5064,2019,1.9192
299,5062,2015,0.0055
299,5062,2016,0.0066
299,5062,2017,0.0061
299,5062,2018,0.009000000000000001
299,5062,2019,0.0092
299,5063,2015,0.1064
299,5063,2016,0.1046
299,5063,2017,0.1037
299,5063,2018,0.1139
299,5063,2019,0.1118
299,5064,2015,0.0027
299,5064,2016,0.0029
299,5064,2017,0.0027
299,5064,2018,0.0027
299,5064,2019,0.0027
166,5061,2015,0.0833
166,5061,2016,0.0487
166,5061,2017,0.0613
166,5061,2018,0.0593
166,5061,2019,0.0565
166,5062,2015,0.1073
166,5062,2016,0.1102
166,5062,2017,0.1128
166,5062,2018,0.11199999999999999
166,5062,2019,0.1123
166,5063,2015,0.4506
166,5063,2016,0.4526
166,5063,2017,0.4452
166,5063,2018,0.4545
166,5063,2019,0.4399
166,5064,2015,0.0184
166,5064,2016,0.0199
166,5064,2017,0.0194
166,5064,2018,0.0203
166,5064,2019,0.0187
168,5061,2015,0.1056
168,5061,2016,0.1073
168,5061,2017,0.1346
168,5061,2018,0.1621
168,5061,2019,0.1347
168,5062,2015,0.0971
168,5062,2016,0.1013
168,5062,2017,0.1022
168,5062,2018,0.1034
168,5062,2019,0.1045
168,5063,2015,0.0357
168,5063,2016,0.0359
168,5063,2017,0.0358
168,5063,2018,0.0358
168,5063,2019,0.0358
168,5064,2015,0.0006
168,5064,2016,0.0006
168,5064,2017,0.0006
168,5064,2018,0.0006
168,5064,2019,0.0006
169,5061,2015,0.6246
169,5061,2016,0.6141
169,5061,2017,0.6834
169,5061,2018,0.6798
169,5061,2019,0.6591
169,5062,2015,0.2424
169,5062,2016,0.2445
169,5062,2017,0.2533
169,5062,2018,0.2455
169,5062,2019,0.2577
169,5063,2015,3.9051
169,5063,2016,3.8127
169,5063,2017,3.7797
169,5063,2018,3.6875
169,5063,2019,3.7707
169,5064,2015,0.6598
169,5064,2016,0.6659
169,5064,2017,0.7038
169,5064,2018,0.7195
169,5064,2019,0.6839
150,5061,2015,1.2327
150,5061,2016,1.1444
150,5061,2017,1.1459
150,5061,2018,1.0266
150,5061,2019,1.1056
150,5062,2015,2.1163
150,5062,2016,2.1145
150,5062,2017,2.036
150,5062,2018,1.9125
150,5062,2019,1.9261
150,5063,2015,0.7048
150,5063,2016,0.7104
150,5063,2017,0.66
150,5063,2018,0.5805
150,5063,2019,0.5902
150,5064,2015,0.1045
150,5064,2016,0.0913
150,5064,2017,0.0957
150,5064,2018,0.0882
150,5064,2019,0.1002
170,5061,2015,1.4409
170,5061,2016,1.4776
170,5061,2017,1.6857
170,5061,2018,1.2566
170,5061,2019,1.4733
170,5062,2015,0.7537
170,5062,2016,0.7588
170,5062,2017,0.7633
170,5062,2018,0.7759999999999999
170,5062,2019,0.7929
170,5063,2015,3.7821
170,5063,2016,3.7691
170,5063,2017,3.7756
170,5063,2018,3.7939
170,5063,2019,3.8141
170,5064,2015,0.2342
170,5064,2016,0.2256
170,5064,2017,0.2253
170,5064,2018,0.2435
170,5064,2019,0.2324
171,5061,2015,2.6910000000000003
171,5061,2016,3.208
171,5061,2017,3.888
171,5061,2018,3.318
171,5061,2019,3.4713
171,5062,2015,1.0425
171,5062,2016,1.0616
171,5062,2017,1.0715
171,5062,2018,1.0629
171,5062,2019,1.0803
171,5063,2015,1.4556
171,5063,2016,1.466
171,5063,2017,1.4798
171,5063,2018,1.4717
171,5063,2019,1.4852
171,5064,2015,1.0505
171,5064,2016,1.0204
171,5064,2017,1.1022
171,5064,2018,1.0913
171,5064,2019,1.0799
173,5061,2015,5.3267
173,5061,2016,5.8763
173,5061,2017,5.5729
173,5061,2018,5.5729
173,5061,2019,5.6741
173,5062,2015,2.5587
173,5062,2016,2.5764
173,5062,2017,2.6786
173,5062,2018,2.7164
173,5062,2019,2.7653
173,5063,2015,0.5229
173,5063,2016,0.5111
173,5063,2017,0.5269
173,5063,2018,0.5323
173,5063,2019,0.5366
173,5064,2015,0.8826
173,5064,2016,0.9487
173,5064,2017,1.0116
173,5064,2018,0.8548
173,5064,2019,0.9229
70,5061,2015,0.0018
70,5061,2016,0.0018
70,5061,2017,0.0018
70,5061,2018,0.0018
70,5061,2019,0.0018
70,5062,2015,0.0025
70,5062,2016,0.0025
70,5062,2017,0.0025
70,5062,2018,0.0025
70,5062,2019,0.0025
70,5063,2015,0.0048
70,5063,2016,0.0049
70,5063,2017,0.0049
70,5063,2018,0.0049
70,5063,2019,0.0049
70,5064,2015,0.0
70,5064,2016,0.0
70,5064,2017,0.0
70,5064,2018,0.0
70,5064,2019,0.0
177,5062,2015,0.0465
177,5062,2016,0.0463
177,5062,2017,0.0469
177,5062,2018,0.0472
177,5062,2019,0.0474
177,5063,2015,0.10800000000000001
177,5063,2016,0.1066
177,5063,2017,0.1072
177,5063,2018,0.1069
177,5063,2019,0.1066
177,5064,2015,0.0
177,5064,2016,0.0
177,5064,2017,0.0
177,5064,2018,0.0
177,5064,2019,0.0
174,5061,2015,0.6022
174,5061,2016,0.5538
174,5061,2017,0.5397
174,5061,2018,0.513
174,5061,2019,0.5355
174,5062,2015,0.5885
174,5062,2016,0.5868
174,5062,2017,0.5982
174,5062,2018,0.4769
174,5062,2019,0.4836
174,5063,2015,0.4143
174,5063,2016,0.4171
174,5063,2017,0.4338
174,5063,2018,0.4235
174,5063,2019,0.4192
174,5064,2015,0.0433
174,5064,2016,0.0404
174,5064,2017,0.04
174,5064,2018,0.0391
174,5064,2019,0.039
179,5061,2015,0.0071
179,5061,2016,0.0066
179,5061,2017,0.0071
179,5061,2018,0.0071
179,5061,2019,0.006999999999999999
179,5062,2015,0.0061
179,5062,2016,0.0068
179,5062,2017,0.006999999999999999
179,5062,2018,0.0073
179,5062,2019,0.0076
179,5063,2015,0.1246
179,5063,2016,0.1504
179,5063,2017,0.1644
179,5063,2018,0.1817
179,5063,2019,0.1886
179,5064,2015,0.0001
179,5064,2016,0.0
179,5064,2017,0.0
179,5064,2018,0.0001
179,5064,2019,0.0
212,5061,2015,0.0122
212,5061,2016,0.0907
212,5061,2017,0.0382
212,5061,2018,0.0276
212,5061,2019,0.0522
212,5062,2015,0.0345
212,5062,2016,0.0344
212,5062,2017,0.0293
212,5062,2018,0.0291
212,5062,2019,0.0313
212,5063,2015,2.0186
212,5063,2016,1.9204
212,5063,2017,1.6524
212,5063,2018,1.645
212,5063,2019,1.6981
212,5064,2015,0.2171
212,5064,2016,0.1454
212,5064,2017,0.1599
212,5064,2018,0.111
212,5064,2019,0.3006
37,5061,2015,0.0011
37,5061,2016,0.0011
37,5061,2017,0.0004
37,5061,2018,0.0004
37,5061,2019,0.0007
37,5062,2015,0.1401
37,5062,2016,0.1503
37,5062,2017,0.1505
37,5062,2018,0.1531
37,5062,2019,0.1557
37,5063,2015,1.7975
37,5063,2016,1.8968
37,5063,2017,1.9224
37,5063,2018,1.9685
37,5063,2019,2.0145
37,5064,2015,0.0068
37,5064,2016,0.0074
37,5064,2017,0.0072
37,5064,2018,0.0073
37,5064,2019,0.0076
117,5061,2015,1.0833
117,5061,2016,1.0959
117,5061,2017,1.0699
117,5061,2018,1.1039
117,5061,2019,1.0899
117,5062,2015,0.8037
117,5062,2016,0.8135
117,5062,2017,0.8373
117,5062,2018,0.8544
117,5062,2019,0.8604
117,5063,2015,0.7109
117,5063,2016,0.7278
117,5063,2017,0.7402
117,5063,2018,0.7545
117,5063,2019,0.7717
117,5064,2015,0.2285
117,5064,2016,0.2224
117,5064,2017,0.2111
117,5064,2018,0.2094
117,5064,2019,0.2056
146,5061,2015,0.1734
146,5061,2016,0.2346
146,5061,2017,0.2362
146,5061,2018,0.3256
146,5061,2019,0.2655
146,5062,2015,0.1858
146,5062,2016,0.1822
146,5062,2017,0.187
146,5062,2018,0.1862
146,5062,2019,0.1787
146,5063,2015,0.0833
146,5063,2016,0.0815
146,5063,2017,0.0975
146,5063,2018,0.0937
146,5063,2019,0.085
146,5064,2015,0.0941
146,5064,2016,0.1195
146,5064,2017,0.1271
146,5064,2018,0.1288
146,5064,2019,0.1311
250,5061,2015,0.0924
250,5061,2016,0.0578
250,5061,2017,0.0819
250,5061,2018,0.0494
250,5061,2019,0.063
250,5062,2015,0.1181
250,5062,2016,0.1175
250,5062,2017,0.1171
250,5062,2018,0.1176
250,5062,2019,0.1183
250,5063,2015,0.779
250,5063,2016,0.787
250,5063,2017,0.7954
250,5063,2018,0.8119
250,5063,2019,0.8302
250,5064,2015,0.2361
250,5064,2016,0.2487
250,5064,2017,0.265
250,5064,2018,0.27399999999999997
250,5064,2019,0.2828
120,5062,2015,0.3793
120,5062,2016,0.3988
120,5062,2017,0.41100000000000003
120,5062,2018,0.4188
120,5062,2019,0.4261
120,5063,2015,0.532
120,5063,2016,0.55
120,5063,2017,0.5647
120,5063,2018,0.5793
120,5063,2019,0.5902
120,5064,2015,0.2227
120,5064,2016,0.2256
120,5064,2017,0.2103
120,5064,2018,0.1844
120,5064,2019,0.1691
56,5061,2015,0.3098
56,5061,2016,0.335
56,5061,2017,0.36
56,5061,2018,0.4578
56,5061,2019,0.3843
56,5062,2015,0.4109
56,5062,2016,0.4373
56,5062,2017,0.4592
56,5062,2018,0.4576
56,5062,2019,0.4513
56,5063,2015,1.109
56,5063,2016,1.1086
56,5063,2017,1.1142
56,5063,2018,1.1164
56,5063,2019,1.1289
56,5064,2015,0.0387
56,5064,2016,0.0405
56,5064,2017,0.0427
56,5064,2018,0.0459
56,5064,2019,0.047
116,5062,2015,0.1706
116,5062,2016,0.1777
116,5062,2017,0.1789
116,5062,2018,0.1773
116,5062,2019,0.1772
116,5063,2015,0.4883
116,5063,2016,0.4908
116,5063,2017,0.4917
116,5063,2018,0.4856
116,5063,2019,0.4951
116,5064,2015,0.2279
116,5064,2016,0.2238
116,5064,2017,0.2172
116,5064,2018,0.1967
116,5064,2019,0.2391
215,5061,2015,0.391
215,5061,2016,0.5494
215,5061,2017,0.5414
215,5061,2018,0.7240000000000001
215,5061,2019,0.6049
215,5062,2015,0.4356
215,5062,2016,0.4401
215,5062,2017,0.4368
215,5062,2018,0.4477
215,5062,2019,0.4556
215,5063,2015,9.851
215,5063,2016,9.9559
215,5063,2017,9.8912
215,5063,2018,10.1994
215,5063,2019,10.4186
215,5064,2015,0.4765
215,5064,2016,0.4805
215,5064,2017,0.5072
215,5064,2018,0.4935
215,5064,2019,0.4857
182,5062,2015,0.0162
182,5062,2016,0.0163
182,5062,2017,0.0167
182,5062,2018,0.0168
182,5062,2019,0.0167
182,5063,2015,0.0514
182,5063,2016,0.0528
182,5063,2017,0.0533
182,5063,2018,0.054000000000000006
182,5063,2019,0.0546
182,5064,2015,0.0006
182,5064,2016,0.0006
182,5064,2017,0.0006
182,5064,2018,0.0007
182,5064,2019,0.0007
183,5061,2015,1.825
183,5061,2016,1.7584
183,5061,2017,1.7584
183,5061,2018,1.7584
183,5061,2019,1.7584
183,5062,2015,1.3353
183,5062,2016,1.3484
183,5062,2017,1.3202
183,5062,2018,1.2294
183,5062,2019,1.2201
183,5063,2015,1.1934
183,5063,2016,1.2149
183,5063,2017,1.226
183,5063,2018,1.2388
183,5063,2019,1.2473
183,5064,2015,0.7632
183,5064,2016,0.835
183,5064,2017,1.0024
183,5064,2018,1.1229
183,5064,2019,1.0972
229,5061,2015,5.3574
229,5061,2016,5.2399
229,5061,2017,5.3165
229,5061,2018,5.2757
229,5061,2019,5.2774
229,5062,2015,3.3031
229,5062,2016,3.3457
229,5062,2017,3.3825
229,5062,2018,3.3725
229,5062,2019,3.3364
229,5063,2015,4.1634
229,5063,2016,4.2318
229,5063,2017,4.3065
229,5063,2018,4.203
229,5063,2019,4.169
229,5064,2015,1.0638
229,5064,2016,0.9522
229,5064,2017,0.997
229,5064,2018,0.914
229,5064,2019,1.0911
184,5061,2015,0.0567
184,5061,2016,0.0221
184,5061,2017,0.0221
184,5061,2018,0.0221
184,5061,2019,0.0221
184,5062,2015,0.1663
184,5062,2016,0.1829
184,5062,2017,0.1861
184,5062,2018,0.1506
184,5062,2019,0.1413
184,5063,2015,0.7125
184,5063,2016,0.6598
184,5063,2017,0.6803
184,5063,2018,0.6919
184,5063,2019,0.6965
184,5064,2015,0.0592
184,5064,2016,0.0642
184,5064,2017,0.0646
184,5064,2018,0.0664
184,5064,2019,0.0705
205,5064,2015,0.0001
205,5064,2016,0.0001
205,5064,2017,0.0001
205,5064,2018,0.0001
205,5064,2019,0.0001
189,5061,2015,0.0022
189,5061,2016,0.0014
189,5061,2017,0.0006
189,5061,2018,0.0007
189,5061,2019,0.0009
189,5062,2015,0.0022
189,5062,2016,0.0023
189,5062,2017,0.0024
189,5062,2018,0.0023
189,5062,2019,0.0023
189,5063,2015,0.0061
189,5063,2016,0.0059
189,5063,2017,0.0057
189,5063,2018,0.0057
189,5063,2019,0.0057
188,5061,2015,0.0
188,5061,2016,0.0001
188,5061,2017,0.0001
188,5061,2018,0.0001
188,5061,2019,0.0001
188,5062,2015,0.001
188,5062,2016,0.001
188,5062,2017,0.001
188,5062,2018,0.001
188,5062,2019,0.001
188,5063,2015,0.0016
188,5063,2016,0.0015
188,5063,2017,0.0015
188,5063,2018,0.0015
188,5063,2019,0.0013
191,5062,2015,0.0012
191,5062,2016,0.0012
191,5062,2017,0.0012
191,5062,2018,0.0011
191,5062,2019,0.0011
191,5063,2015,0.003
191,5063,2016,0.0033
191,5063,2017,0.0033
191,5063,2018,0.0033
191,5063,2019,0.0033
191,5064,2015,0.0
191,5064,2016,0.0
191,5064,2017,0.0
191,5064,2018,0.0
191,5064,2019,0.0
244,5061,2015,0.0
244,5061,2016,0.0001
244,5061,2017,0.0
244,5061,2018,0.0001
244,5061,2019,0.0
244,5062,2015,0.0095
244,5062,2016,0.0095
244,5062,2017,0.0097
244,5062,2018,0.0096
244,5062,2019,0.0096
244,5063,2015,0.0218
244,5063,2016,0.0229
244,5063,2017,0.0214
244,5063,2018,0.0227
244,5063,2019,0.0236
193,5062,2015,0.0036
193,5062,2016,0.0036
193,5062,2017,0.004
193,5062,2018,0.0038
193,5062,2019,0.0039
193,5063,2015,0.002
193,5063,2016,0.0021
193,5063,2017,0.0021
193,5063,2018,0.0022
193,5063,2019,0.0023
193,5064,2015,0.0
193,5064,2016,0.0
193,5064,2017,0.0
193,5064,2018,0.0
193,5064,2019,0.0
195,5061,2015,0.1445
195,5061,2016,0.1813
195,5061,2017,0.18899999999999997
195,5061,2018,0.18899999999999997
195,5061,2019,0.1864
195,5062,2015,0.1266
195,5062,2016,0.1308
195,5062,2017,0.1365
195,5062,2018,0.1411
195,5062,2019,0.1469
195,5063,2015,2.3218
195,5063,2016,2.3819999999999997
195,5063,2017,2.469
195,5063,2018,2.5248
195,5063,2019,2.5624
195,5064,2015,0.0967
195,5064,2016,0.081
195,5064,2017,0.1139
195,5064,2018,0.1268
195,5064,2019,0.1237
272,5061,2015,0.9806
